"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8"
"NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"LU_TUMOR_VASCULATURE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LU_TUMOR_VASCULATURE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LU_TUMOR_VASCULATURE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LU_TUMOR_VASCULATURE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_EMBRYONAL_CARCINOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_EMBRYONAL_CARCINOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_EMBRYONAL_CARCINOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_EMBRYONAL_CARCINOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_TERATOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_TERATOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_YOLK_SAC_TUMOR_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_YOLK_SAC_TUMOR_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_CHORIOCARCINOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_CHORIOCARCINOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_CHORIOCARCINOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_CHORIOCARCINOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_SEMINOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_SEMINOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KORKOLA_SEMINOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/KORKOLA_SEMINOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HOLLMANN_APOPTOSIS_VIA_CD40_UP","http://www.broadinstitute.org/gsea/msigdb/cards/HOLLMANN_APOPTOSIS_VIA_CD40_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"HOLLMANN_APOPTOSIS_VIA_CD40_DN","http://www.broadinstitute.org/gsea/msigdb/cards/HOLLMANN_APOPTOSIS_VIA_CD40_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"LIU_PROSTATE_CANCER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LIU_PROSTATE_CANCER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LIU_PROSTATE_CANCER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LIU_PROSTATE_CANCER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"LIU_SOX4_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/LIU_SOX4_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"LIU_SOX4_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/LIU_SOX4_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ONKEN_UVEAL_MELANOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ONKEN_UVEAL_MELANOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ONKEN_UVEAL_MELANOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ONKEN_UVEAL_MELANOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP","http://www.broadinstitute.org/gsea/msigdb/cards/BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN","http://www.broadinstitute.org/gsea/msigdb/cards/BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP","http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN","http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"FOURNIER_ACINAR_DEVELOPMENT_LATE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_LATE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/FOURNIER_ACINAR_DEVELOPMENT_LATE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"NAM_FXYD5_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/NAM_FXYD5_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"FRASOR_TAMOXIFEN_RESPONSE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/FRASOR_TAMOXIFEN_RESPONSE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"FRASOR_TAMOXIFEN_RESPONSE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/FRASOR_TAMOXIFEN_RESPONSE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KIM_RESPONSE_TO_TSA_AND_DECITABINE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"WATANABE_COLON_CANCER_MSI_VS_MSS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/WATANABE_COLON_CANCER_MSI_VS_MSS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"WATANABE_COLON_CANCER_MSI_VS_MSS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/WATANABE_COLON_CANCER_MSI_VS_MSS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"KOBAYASHI_EGFR_SIGNALING_6HR_UP","http://www.broadinstitute.org/gsea/msigdb/cards/KOBAYASHI_EGFR_SIGNALING_6HR_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"KOBAYASHI_EGFR_SIGNALING_6HR_DN","http://www.broadinstitute.org/gsea/msigdb/cards/KOBAYASHI_EGFR_SIGNALING_6HR_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP","http://www.broadinstitute.org/gsea/msigdb/cards/SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN","http://www.broadinstitute.org/gsea/msigdb/cards/SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP","http://www.broadinstitute.org/gsea/msigdb/cards/CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN","http://www.broadinstitute.org/gsea/msigdb/cards/CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZERBINI_RESPONSE_TO_SULINDAC_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ZERBINI_RESPONSE_TO_SULINDAC_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZERBINI_RESPONSE_TO_SULINDAC_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ZERBINI_RESPONSE_TO_SULINDAC_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"IGARASHI_ATF4_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/IGARASHI_ATF4_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"IGARASHI_ATF4_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/IGARASHI_ATF4_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP","http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN","http://www.broadinstitute.org/gsea/msigdb/cards/SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"CHANDRAN_METASTASIS_TOP50_UP","http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_TOP50_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"CHANDRAN_METASTASIS_TOP50_DN","http://www.broadinstitute.org/gsea/msigdb/cards/CHANDRAN_METASTASIS_TOP50_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"WILCOX_RESPONSE_TO_PROGESTERONE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/WILCOX_RESPONSE_TO_PROGESTERONE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"WILCOX_RESPONSE_TO_PROGESTERONE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/WILCOX_RESPONSE_TO_PROGESTERONE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"GARY_CD5_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/GARY_CD5_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"GARY_CD5_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/GARY_CD5_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HOOI_ST7_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/HOOI_ST7_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"HOOI_ST7_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/HOOI_ST7_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"PRAMOONJAGO_SOX4_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/PRAMOONJAGO_SOX4_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"PRAMOONJAGO_SOX4_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/PRAMOONJAGO_SOX4_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP","http://www.broadinstitute.org/gsea/msigdb/cards/PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN","http://www.broadinstitute.org/gsea/msigdb/cards/PUIFFE_INVASION_INHIBITED_BY_ASCITES_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"PIEPOLI_LGI1_TARGETS_UP","http://www.broadinstitute.org/gsea/msigdb/cards/PIEPOLI_LGI1_TARGETS_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"PIEPOLI_LGI1_TARGETS_DN","http://www.broadinstitute.org/gsea/msigdb/cards/PIEPOLI_LGI1_TARGETS_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"THUM_SYSTOLIC_HEART_FAILURE_UP","http://www.broadinstitute.org/gsea/msigdb/cards/THUM_SYSTOLIC_HEART_FAILURE_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"THUM_SYSTOLIC_HEART_FAILURE_DN","http://www.broadinstitute.org/gsea/msigdb/cards/THUM_SYSTOLIC_HEART_FAILURE_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"CORRE_MULTIPLE_MYELOMA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/CORRE_MULTIPLE_MYELOMA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"CORRE_MULTIPLE_MYELOMA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/CORRE_MULTIPLE_MYELOMA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"HUTTMANN_B_CLL_POOR_SURVIVAL_UP","http://www.broadinstitute.org/gsea/msigdb/cards/HUTTMANN_B_CLL_POOR_SURVIVAL_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"HUTTMANN_B_CLL_POOR_SURVIVAL_DN","http://www.broadinstitute.org/gsea/msigdb/cards/HUTTMANN_B_CLL_POOR_SURVIVAL_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
"DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP","http://www.broadinstitute.org/gsea/msigdb/cards/DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP",12,12,12,12,12,12,12,12,"","","","","","","",""
"DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN","http://www.broadinstitute.org/gsea/msigdb/cards/DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN",12,12,12,12,12,12,12,12,"","","","","","","",""
