"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2"
"ADHERENS_JUNCTION","http://www.broadinstitute.org/gsea/msigdb/cards/ADHERENS_JUNCTION",13105,2,2,23,0,0,1,1,"",""
"PEROXISOMAL_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/PEROXISOMAL_MEMBRANE",13105,2,2,13,0,0,1,1,"",""
"SARCOMERE","http://www.broadinstitute.org/gsea/msigdb/cards/SARCOMERE",13105,2,2,14,0,0,1,1,"",""
"EXTERNAL_SIDE_OF_PLASMA_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/EXTERNAL_SIDE_OF_PLASMA_MEMBRANE",13105,2,2,16,0,0,1,1,"",""
"EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX",13105,2,2,10,0,0,1,1,"",""
"VESICULAR_FRACTION","http://www.broadinstitute.org/gsea/msigdb/cards/VESICULAR_FRACTION",13105,2,2,44,0,0,1,1,"",""
"EXTRACELLULAR_MATRIX_PART","http://www.broadinstitute.org/gsea/msigdb/cards/EXTRACELLULAR_MATRIX_PART",13105,2,2,57,0,0,1,1,"",""
"CELL_SURFACE","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_SURFACE",13105,2,2,79,0,0,1,1,"",""
"CELL_JUNCTION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_JUNCTION",13105,2,2,82,0,0,1,1,"",""
"MITOCHONDRIAL_PART","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_PART",13105,2,2,142,0,0,1,1,"",""
"PROTEIN_SERINE_THREONINE_PHOSPHATASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_SERINE_THREONINE_PHOSPHATASE_COMPLEX",13105,2,2,10,0,0,1,1,"",""
"AXON","http://www.broadinstitute.org/gsea/msigdb/cards/AXON",13105,2,2,12,0,0,1,1,"",""
"RIBONUCLEOPROTEIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/RIBONUCLEOPROTEIN_COMPLEX",13105,2,2,143,0,0,1,1,"",""
"COATED_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/COATED_VESICLE",13105,2,2,47,0,0,1,1,"",""
"MICROTUBULE_ASSOCIATED_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_ASSOCIATED_COMPLEX",13105,2,2,47,0,0,1,1,"",""
"CHROMATIN","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMATIN",13105,2,2,35,0,0,1,1,"",""
"SYNAPSE_PART","http://www.broadinstitute.org/gsea/msigdb/cards/SYNAPSE_PART",13105,2,2,13,0,0,1,1,"",""
"INTERMEDIATE_FILAMENT_CYTOSKELETON","http://www.broadinstitute.org/gsea/msigdb/cards/INTERMEDIATE_FILAMENT_CYTOSKELETON",13105,2,2,24,0,0,1,1,"",""
"MEMBRANE_BOUND_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_BOUND_VESICLE",13105,2,2,117,0,0,1,1,"",""
"NUCLEAR_REPLICATION_FORK","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_REPLICATION_FORK",13105,2,2,10,0,0,1,1,"",""
"MICROTUBULE_CYTOSKELETON","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_CYTOSKELETON",13105,2,2,152,0,0,1,1,"",""
"EXTRACELLULAR_REGION","http://www.broadinstitute.org/gsea/msigdb/cards/EXTRACELLULAR_REGION",13105,2,2,447,0,0,1,1,"",""
"SPINDLE_POLE","http://www.broadinstitute.org/gsea/msigdb/cards/SPINDLE_POLE",13105,2,2,18,0,0,1,1,"",""
"LATE_ENDOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/LATE_ENDOSOME",13105,2,2,12,0,0,1,1,"",""
"INTRINSIC_TO_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTRINSIC_TO_MEMBRANE",13105,2,2,1348,0,0,1,1,"",""
"CYTOPLASMIC_PART","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOPLASMIC_PART",13105,2,2,1383,0,0,1,1,"",""
"VESICLE_COAT","http://www.broadinstitute.org/gsea/msigdb/cards/VESICLE_COAT",13105,2,2,16,0,0,1,1,"",""
"CONTRACTILE_FIBER","http://www.broadinstitute.org/gsea/msigdb/cards/CONTRACTILE_FIBER",13105,2,2,25,0,0,1,1,"",""
"MYOFIBRIL","http://www.broadinstitute.org/gsea/msigdb/cards/MYOFIBRIL",13105,2,2,19,0,0,1,1,"",""
"MITOCHONDRIAL_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_MEMBRANE",13105,2,2,86,0,0,1,1,"",""
"INTEGRAL_TO_GOLGI_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTEGRAL_TO_GOLGI_MEMBRANE",13105,2,2,10,0,0,1,1,"",""
"SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX",13105,2,2,22,0,0,1,1,"",""
"NUCLEAR_CHROMOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_CHROMOSOME",13105,2,2,54,0,0,1,1,"",""
"MEMBRANE_PART","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_PART",13105,2,2,1670,0,0,1,1,"",""
"GOLGI_APPARATUS","http://www.broadinstitute.org/gsea/msigdb/cards/GOLGI_APPARATUS",13105,2,2,225,0,0,1,1,"",""
"CHROMATIN_REMODELING_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMATIN_REMODELING_COMPLEX",13105,2,2,17,0,0,1,1,"",""
"TIGHT_JUNCTION","http://www.broadinstitute.org/gsea/msigdb/cards/TIGHT_JUNCTION",13105,2,2,31,0,0,1,1,"",""
"INTEGRAL_TO_ENDOPLASMIC_RETICULUM_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTEGRAL_TO_ENDOPLASMIC_RETICULUM_MEMBRANE",13105,2,2,24,0,0,1,1,"",""
"BASEMENT_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/BASEMENT_MEMBRANE",13105,2,2,37,0,0,1,1,"",""
"INTERCELLULAR_JUNCTION","http://www.broadinstitute.org/gsea/msigdb/cards/INTERCELLULAR_JUNCTION",13105,2,2,65,0,0,1,1,"",""
"LYTIC_VACUOLE","http://www.broadinstitute.org/gsea/msigdb/cards/LYTIC_VACUOLE",13105,2,2,61,0,0,1,1,"",""
"MICROTUBULE_ORGANIZING_CENTER_PART","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_ORGANIZING_CENTER_PART",13105,2,2,19,0,0,1,1,"",""
"MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE",13105,2,2,1994,0,0,1,1,"",""
"CORNIFIED_ENVELOPE","http://www.broadinstitute.org/gsea/msigdb/cards/CORNIFIED_ENVELOPE",13105,2,2,13,0,0,1,1,"",""
"NUCLEAR_PART","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_PART",13105,2,2,579,0,0,1,1,"",""
"CYTOPLASM","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOPLASM",13105,2,2,2131,0,0,1,1,"",""
"NADH_DEHYDROGENASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/NADH_DEHYDROGENASE_COMPLEX",13105,2,2,15,0,0,1,1,"",""
"ORGANELLE_LUMEN","http://www.broadinstitute.org/gsea/msigdb/cards/ORGANELLE_LUMEN",13105,2,2,458,0,0,1,1,"",""
"UBIQUITIN_LIGASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/UBIQUITIN_LIGASE_COMPLEX",13105,2,2,26,0,0,1,1,"",""
"BASAL_LAMINA","http://www.broadinstitute.org/gsea/msigdb/cards/BASAL_LAMINA",13105,2,2,21,0,0,1,1,"",""
"ENDOPLASMIC_RETICULUM_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOPLASMIC_RETICULUM_MEMBRANE",13105,2,2,85,0,0,1,1,"",""
"ENDOPLASMIC_RETICULUM","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOPLASMIC_RETICULUM",13105,2,2,294,0,0,1,1,"",""
"NUCLEAR_LUMEN","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_LUMEN",13105,2,2,387,0,0,1,1,"",""
"KINESIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/KINESIN_COMPLEX",13105,2,2,14,0,0,1,1,"",""
"NON_MEMBRANE_BOUND_ORGANELLE","http://www.broadinstitute.org/gsea/msigdb/cards/NON_MEMBRANE_BOUND_ORGANELLE",13105,2,2,631,0,0,1,1,"",""
"DNA_DIRECTED_RNA_POLYMERASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_DIRECTED_RNA_POLYMERASE_COMPLEX",13105,2,2,18,0,0,1,1,"",""
"INSOLUBLE_FRACTION","http://www.broadinstitute.org/gsea/msigdb/cards/INSOLUBLE_FRACTION",13105,2,2,15,0,0,1,1,"",""
"VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/VESICLE",13105,2,2,124,0,0,1,1,"",""
"CYTOSOLIC_PART","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOSOLIC_PART",13105,2,2,23,0,0,1,1,"",""
"CYTOSKELETAL_PART","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOSKELETAL_PART",13105,2,2,235,0,0,1,1,"",""
"GOLGI_APPARATUS_PART","http://www.broadinstitute.org/gsea/msigdb/cards/GOLGI_APPARATUS_PART",13105,2,2,100,0,0,1,1,"",""
"PROTEASOME_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEASOME_COMPLEX",13105,2,2,23,0,0,1,1,"",""
"PORE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/PORE_COMPLEX",13105,2,2,36,0,0,1,1,"",""
"NUCLEUS","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEUS",13105,2,2,1430,0,0,1,1,"",""
"SPINDLE","http://www.broadinstitute.org/gsea/msigdb/cards/SPINDLE",13105,2,2,39,0,0,1,1,"",""
"INTERCALATED_DISC","http://www.broadinstitute.org/gsea/msigdb/cards/INTERCALATED_DISC",13105,2,2,9,0,0,1,1,"",""
"VACUOLE","http://www.broadinstitute.org/gsea/msigdb/cards/VACUOLE",13105,2,2,69,0,0,1,1,"",""
"CELL_FRACTION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_FRACTION",13105,2,2,493,0,0,1,1,"",""
"CYTOSOL","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOSOL",13105,2,2,205,0,0,1,1,"",""
"ORGANELLE_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/ORGANELLE_MEMBRANE",13105,2,2,299,0,0,1,1,"",""
"CYTOSKELETON","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOSKELETON",13105,2,2,367,0,0,1,1,"",""
"LAMELLIPODIUM","http://www.broadinstitute.org/gsea/msigdb/cards/LAMELLIPODIUM",13105,2,2,25,0,0,1,1,"",""
"SYNAPTIC_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/SYNAPTIC_VESICLE",13105,2,2,15,0,0,1,1,"",""
"NUCLEAR_MATRIX","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_MATRIX",13105,2,2,12,0,0,1,1,"",""
"NUCLEAR_ENVELOPE_ENDOPLASMIC_RETICULUM_NETWORK","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_ENVELOPE_ENDOPLASMIC_RETICULUM_NETWORK",13105,2,2,94,0,0,1,1,"",""
"ENDOCYTIC_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOCYTIC_VESICLE",13105,2,2,14,0,0,1,1,"",""
"IMMUNOLOGICAL_SYNAPSE","http://www.broadinstitute.org/gsea/msigdb/cards/IMMUNOLOGICAL_SYNAPSE",13105,2,2,11,0,0,1,1,"",""
"PEROXISOMAL_PART","http://www.broadinstitute.org/gsea/msigdb/cards/PEROXISOMAL_PART",13105,2,2,14,0,0,1,1,"",""
"CYTOPLASMIC_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOPLASMIC_VESICLE",13105,2,2,119,0,0,1,1,"",""
"CHROMOSOMEPERICENTRIC_REGION","http://www.broadinstitute.org/gsea/msigdb/cards/CHROMOSOMEPERICENTRIC_REGION",13105,2,2,31,0,0,1,1,"",""
"VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX",13105,2,2,15,0,0,1,1,"",""
"ANCHORED_TO_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/ANCHORED_TO_MEMBRANE",13105,2,2,13,0,0,1,1,"",""
"MEDIATOR_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/MEDIATOR_COMPLEX",13105,2,2,18,0,0,1,1,"",""
"MITOCHONDRIAL_MATRIX","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_MATRIX",13105,2,2,46,0,0,1,1,"",""
"VACUOLAR_PART","http://www.broadinstitute.org/gsea/msigdb/cards/VACUOLAR_PART",13105,2,2,13,0,0,1,1,"",""
"INTEGRATOR_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/INTEGRATOR_COMPLEX",13105,2,2,13,0,0,1,1,"",""
"VOLTAGE_GATED_POTASSIUM_CHANNEL_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/VOLTAGE_GATED_POTASSIUM_CHANNEL_COMPLEX",13105,2,2,40,0,0,1,1,"",""
"MICROSOME","http://www.broadinstitute.org/gsea/msigdb/cards/MICROSOME",13105,2,2,42,0,0,1,1,"",""
"OUTER_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/OUTER_MEMBRANE",13105,2,2,25,0,0,1,1,"",""
"DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX",13105,2,2,14,0,0,1,1,"",""
"HISTONE_DEACETYLASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/HISTONE_DEACETYLASE_COMPLEX",13105,2,2,20,0,0,1,1,"",""
"EXTRACELLULAR_REGION_PART","http://www.broadinstitute.org/gsea/msigdb/cards/EXTRACELLULAR_REGION_PART",13105,2,2,338,0,0,1,1,"",""
"APICAL_JUNCTION_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/APICAL_JUNCTION_COMPLEX",13105,2,2,34,0,0,1,1,"",""
"CELL_CORTEX_PART","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_CORTEX_PART",13105,2,2,24,0,0,1,1,"",""
"ENVELOPE","http://www.broadinstitute.org/gsea/msigdb/cards/ENVELOPE",13105,2,2,169,0,0,1,1,"",""
"MICROBODY_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/MICROBODY_MEMBRANE",13105,2,2,13,0,0,1,1,"",""
"MITOCHONDRIAL_LUMEN","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_LUMEN",13105,2,2,46,0,0,1,1,"",""
"EARLY_ENDOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/EARLY_ENDOSOME",13105,2,2,18,0,0,1,1,"",""
"PERINUCLEAR_REGION_OF_CYTOPLASM","http://www.broadinstitute.org/gsea/msigdb/cards/PERINUCLEAR_REGION_OF_CYTOPLASM",13105,2,2,54,0,0,1,1,"",""
"CYTOPLASMIC_VESICLE_PART","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOPLASMIC_VESICLE_PART",13105,2,2,28,0,0,1,1,"",""
"CELL_CORTEX","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_CORTEX",13105,2,2,39,0,0,1,1,"",""
"INTEGRAL_TO_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTEGRAL_TO_MEMBRANE",13105,2,2,1330,0,0,1,1,"",""
"SPINDLE_MICROTUBULE","http://www.broadinstitute.org/gsea/msigdb/cards/SPINDLE_MICROTUBULE",13105,2,2,16,0,0,1,1,"",""
"CELL_SUBSTRATE_ADHERENS_JUNCTION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_SUBSTRATE_ADHERENS_JUNCTION",13105,2,2,16,0,0,1,1,"",""
"ENDOMEMBRANE_SYSTEM","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOMEMBRANE_SYSTEM",13105,2,2,220,0,0,1,1,"",""
"HETEROGENEOUS_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/HETEROGENEOUS_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX",13105,2,2,14,0,0,1,1,"",""
"LYSOSOMAL_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/LYSOSOMAL_MEMBRANE",13105,2,2,10,0,0,1,1,"",""
"DNA_DIRECTED_RNA_POLYMERASEII_CORE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_DIRECTED_RNA_POLYMERASEII_CORE_COMPLEX",13105,2,2,13,0,0,1,1,"",""
"INTERMEDIATE_FILAMENT","http://www.broadinstitute.org/gsea/msigdb/cards/INTERMEDIATE_FILAMENT",13105,2,2,24,0,0,1,1,"",""
"MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I",13105,2,2,15,0,0,1,1,"",""
"CONDENSED_NUCLEAR_CHROMOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/CONDENSED_NUCLEAR_CHROMOSOME",13105,2,2,18,0,0,1,1,"",""
"NUCLEAR_BODY","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_BODY",13105,2,2,33,0,0,1,1,"",""
"CELL_MATRIX_JUNCTION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_MATRIX_JUNCTION",13105,2,2,18,0,0,1,1,"",""
"MYOSIN_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/MYOSIN_COMPLEX",13105,2,2,16,0,0,1,1,"",""
"CONTRACTILE_FIBER_PART","http://www.broadinstitute.org/gsea/msigdb/cards/CONTRACTILE_FIBER_PART",13105,2,2,23,0,0,1,1,"",""
"MICROTUBULE","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE",13105,2,2,32,0,0,1,1,"",""
"ORGANELLE_OUTER_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/ORGANELLE_OUTER_MEMBRANE",13105,2,2,24,0,0,1,1,"",""
"ORGANELLE_ENVELOPE","http://www.broadinstitute.org/gsea/msigdb/cards/ORGANELLE_ENVELOPE",13105,2,2,169,0,0,1,1,"",""
"LIPID_RAFT","http://www.broadinstitute.org/gsea/msigdb/cards/LIPID_RAFT",13105,2,2,29,0,0,1,1,"",""
"INTEGRAL_TO_PLASMA_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/INTEGRAL_TO_PLASMA_MEMBRANE",13105,2,2,977,0,0,1,1,"",""
"CELL_PROJECTION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_PROJECTION",13105,2,2,108,0,0,1,1,"",""
"SPLICEOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/SPLICEOSOME",13105,2,2,51,0,0,1,1,"",""
"NUCLEAR_UBIQUITIN_LIGASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_UBIQUITIN_LIGASE_COMPLEX",13105,2,2,11,0,0,1,1,"",""
"VACUOLAR_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/VACUOLAR_MEMBRANE",13105,2,2,11,0,0,1,1,"",""
"ACTIN_FILAMENT","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIN_FILAMENT",13105,2,2,18,0,0,1,1,"",""
"RUFFLE","http://www.broadinstitute.org/gsea/msigdb/cards/RUFFLE",13105,2,2,31,0,0,1,1,"",""
"RIBOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/RIBOSOME",13105,2,2,39,0,0,1,1,"",""
"ENDOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOSOME",13105,2,2,67,0,0,1,1,"",""
"NUCLEAR_ENVELOPE","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_ENVELOPE",13105,2,2,73,0,0,1,1,"",""
"MEMBRANE_ENCLOSED_LUMEN","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_ENCLOSED_LUMEN",13105,2,2,458,0,0,1,1,"",""
"DNA_DIRECTED_RNA_POLYMERASEII_HOLOENZYME","http://www.broadinstitute.org/gsea/msigdb/cards/DNA_DIRECTED_RNA_POLYMERASEII_HOLOENZYME",13105,2,2,67,0,0,1,1,"",""
"MITOCHONDRIAL_INNER_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/MITOCHONDRIAL_INNER_MEMBRANE",13105,2,2,67,0,0,1,1,"",""
"APICAL_PART_OF_CELL","http://www.broadinstitute.org/gsea/msigdb/cards/APICAL_PART_OF_CELL",13105,2,2,17,0,0,1,1,"",""
"CLATHRIN_COATED_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/CLATHRIN_COATED_VESICLE",13105,2,2,37,0,0,1,1,"",""
"MICROTUBULE_ORGANIZING_CENTER","http://www.broadinstitute.org/gsea/msigdb/cards/MICROTUBULE_ORGANIZING_CENTER",13105,2,2,67,0,0,1,1,"",""
"COATED_VESICLE_MEMBRANE","http://www.broadinstitute.org/gsea/msigdb/cards/COATED_VESICLE_MEMBRANE",13105,2,2,17,0,0,1,1,"",""
"NICOTINIC_ACETYLCHOLINE_GATED_RECEPTOR_CHANNEL_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/NICOTINIC_ACETYLCHOLINE_GATED_RECEPTOR_CHANNEL_COMPLEX",13105,2,2,11,0,0,1,1,"",""
"TRANSPORT_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSPORT_VESICLE",13105,2,2,33,0,0,1,1,"",""
"CELL_SOMA","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_SOMA",13105,2,2,10,0,0,1,1,"",""
"REPLICATION_FORK","http://www.broadinstitute.org/gsea/msigdb/cards/REPLICATION_FORK",13105,2,2,18,0,0,1,1,"",""
"ACTIN_CYTOSKELETON","http://www.broadinstitute.org/gsea/msigdb/cards/ACTIN_CYTOSKELETON",13105,2,2,129,0,0,1,1,"",""
"U12_DEPENDENT_SPLICEOSOME","http://www.broadinstitute.org/gsea/msigdb/cards/U12_DEPENDENT_SPLICEOSOME",13105,2,2,11,0,0,1,1,"",""
"RNA_POLYMERASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_POLYMERASE_COMPLEX",13105,2,2,18,0,0,1,1,"",""
"CYTOPLASMIC_MEMBRANE_BOUND_VESICLE","http://www.broadinstitute.org/gsea/msigdb/cards/CYTOPLASMIC_MEMBRANE_BOUND_VESICLE",13105,2,2,115,0,0,1,1,"",""
"NUCLEAR_DNA_DIRECTED_RNA_POLYMERASE_COMPLEX","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_DNA_DIRECTED_RNA_POLYMERASE_COMPLEX",13105,2,2,18,0,0,1,1,"",""
"MICROBODY_PART","http://www.broadinstitute.org/gsea/msigdb/cards/MICROBODY_PART",13105,2,2,14,0,0,1,1,"",""
"DENDRITE","http://www.broadinstitute.org/gsea/msigdb/cards/DENDRITE",13105,2,2,16,0,0,1,1,"",""
"MEMBRANE_FRACTION","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_FRACTION",13105,2,2,339,0,0,1,1,"",""
"KINETOCHORE","http://www.broadinstitute.org/gsea/msigdb/cards/KINETOCHORE",13105,2,2,25,0,0,1,1,"",""
"NUCLEAR_CHROMATIN","http://www.broadinstitute.org/gsea/msigdb/cards/NUCLEAR_CHROMATIN",13105,2,2,14,0,0,1,1,"",""
